Tax Roll,Property Address,Sale Price,"Time-
adjusted Sale Price",Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built
843020,608 2445 KINGSLAND RD SE,"$247,000","$245,600",05/07/2019,Kings Heights,Condo,2 Storey,1188,2006
849850,38 KINGSBRIDGE CR SE,"$420,000","$411,600",05/09/2019,Kings Heights,Single Family,2 Storey,1572,2012
843408,75 KINGSLAND CL SE,"$545,000","$534,000",05/09/2019,Kings Heights,Single Family,2 Storey,2197,2007
858717,1407 10 MARKET BV SE,"$274,000","$261,200",05/13/2019,Kings Heights,Apartment,Apartment,768,2016
856377,220 KINGSBURY CL SE,"$425,000","$416,500",05/16/2019,Kings Heights,Single Family,2 Storey,1883,2016
860264,460 KINGSMERE WY SE,"$492,748","$482,800",05/17/2019,Kings Heights,Single Family,2 Storey,1828,2018
860279,512 KINGSMERE WY SE,"$476,008","$466,400",05/17/2019,Kings Heights,Single Family,2 Storey,2025,2018
860305,575 KINGSMERE WY SE,"$677,097","$663,500",05/24/2019,Kings Heights,Single Family,2 Storey,2546,2018
859116,310 KINGFISHER CR SE,"$384,900","$377,200",05/24/2019,Kings Heights,Duplex,2 Storey,1909,2018
859109,295 KINGFISHER CR SE,"$483,125","$473,400",05/27/2019,Kings Heights,Single Family,2 Storey,2318,2018
852988,346 KINGS HEIGHTS DR SE,"$435,000","$426,300",05/27/2019,Kings Heights,Single Family,2 Storey,1938,2013
860269,476 KINGSMERE WY SE,"$447,988","$439,000",05/28/2019,Kings Heights,Single Family,2 Storey,2001,2018
842917,38 KINGSLAND WY SE,"$427,000","$418,400",05/28/2019,Kings Heights,Single Family,2 Storey,1795,2007
860394,2310 10 MARKET BV SE,"$430,226","$415,700",05/30/2019,Kings Heights,Apartment,Apartment,1250,2018
856303,41 KINGSBURY CL SE,"$559,900","$561,800",06/03/2019,Kings Heights,Single Family,2 Storey,2546,2018
841906,2490 KINGSLAND RD SE,"$345,100","$346,300",06/06/2019,Kings Heights,Single Family,Split Level,1064,2006
842928,2411 KINGSLAND VW SE,"$422,500","$423,900",06/07/2019,Kings Heights,Single Family,2 Storey,2209,2006
856315,76 KINGSBURY CL SE,"$527,500","$529,300",06/07/2019,Kings Heights,Single Family,2 Storey,2405,2016
860268,472 KINGSMERE WY SE,"$524,078","$525,900",06/10/2019,Kings Heights,Single Family,2 Storey,2405,2018
859035,79 KINGFISHER CR SE,"$455,000","$456,500",06/11/2019,Kings Heights,Single Family,2 Storey,2048,2019
859087,235 KINGFISHER CR SE,"$501,415","$503,100",06/11/2019,Kings Heights,Single Family,2 Storey,2537,2019
859110,298 KINGFISHER CR SE,"$349,900","$351,100",06/11/2019,Kings Heights,Duplex,2 Storey,1657,2018
841829,2418 KINGSLAND RD SE,"$350,000","$351,200",06/11/2019,Kings Heights,Single Family,2 Storey,1480,2006
859156,363 KINGSMERE WY SE,"$581,268","$583,200",06/13/2019,Kings Heights,Single Family,2 Storey,2096,2018
859041,95 KINGFISHER CR SE,"$489,900","$491,600",06/14/2019,Kings Heights,Single Family,2 Storey,2070,2017
859076,214 KINGFISHER CR SE,"$443,626","$445,100",06/18/2019,Kings Heights,Single Family,2 Storey,2031,2018
860387,2303 10 MARKET BV SE,"$350,206","$336,600",06/19/2019,Kings Heights,Apartment,Apartment,1009,2018
859129,457 KINGS HEIGHTS DR SE,"$668,961","$671,200",06/24/2019,Kings Heights,Single Family,Bungalow,1443,2018
843393,17 KINGSLAND CL SE,"$412,000","$413,400",06/25/2019,Kings Heights,Single Family,2 Storey,1754,2007
859105,282 KINGFISHER CR SE,"$354,900","$356,100",06/25/2019,Kings Heights,Duplex,2 Storey,1657,2018
848945,1073 KINGSTON CR SE,"$376,000","$377,300",06/29/2019,Kings Heights,Single Family,2 Storey,1413,2011
844148,2126 LUXSTONE BV SW,"$403,500","$383,900",10/02/2017,Luxstone,Single Family,2 Storey,1558,2007
844026,90 LUXSTONE PT SW,"$325,000","$310,500",07/06/2016,Luxstone,Duplex,2 Storey,1479,2007
844148,2126 LUXSTONE BV SW,"$388,000","$370,700",07/06/2016,Luxstone,Single Family,2 Storey,1558,2007
842451,2147 LUXSTONE BV SW,"$380,000","$363,100",07/06/2016,Luxstone,Single Family,2 Storey,1582,2007
840797,801 2005 LUXSTONE BV SW,"$245,000","$221,800",07/07/2016,Luxstone,Condo,2 Storey,1168,2004
778332,53 LUXSTONE CR SW,"$360,000","$344,000",07/07/2016,Luxstone,Single Family,Bilevel,1176,2002
778376,102 2001 LUXSTONE BV SW,"$245,000","$221,800",07/19/2016,Luxstone,Condo,2 Storey,1205,2002
778390,403 2001 LUXSTONE BV SW,"$244,250","$221,100",07/19/2016,Luxstone,Condo,2 Storey,1205,2002
845339,2065 LUXSTONE BV SW,"$425,000","$406,100",07/27/2016,Luxstone,Single Family,Bungalow,1175,2010
842429,2013 LUXSTONE LI SW,"$403,000","$385,100",07/13/2016,Luxstone,Single Family,2 Storey,1879,2006
845363,130 LUXSTONE VW SW,"$510,000","$487,300",07/13/2016,Luxstone,Single Family,2 Storey,2127,2010
842537,503 703 LUXSTONE SQ SW,"$237,500","$215,000",07/15/2016,Luxstone,Condo,2 Storey,1096,2005
845343,6 LUXSTONE RI SW,"$501,000","$477,800",08/25/2016,Luxstone,Single Family,2 Storey,2012,2010
840580,607 LUXSTONE LD SW,"$422,500","$402,900",08/17/2016,Luxstone,Single Family,2 Storey,1710,2006
842415,1922 LUXSTONE PA SW,"$419,000","$399,600",08/16/2016,Luxstone,Single Family,2 Storey,1864,2006
237536,124 LUXSTONE PL SW,"$397,700","$379,200",08/16/2016,Luxstone,Single Family,Bilevel,1351,2005
844172,405 LUXSTONE PL SW,"$373,900","$356,600",08/10/2016,Luxstone,Single Family,2 Storey,1448,2008
845382,167 LUXSTONE VW SW,"$452,000","$431,000",08/31/2016,Luxstone,Single Family,2 Storey,2069,2010
778334,57 LUXSTONE CR SW,"$340,000","$324,200",08/04/2016,Luxstone,Single Family,Bilevel,1125,2002
843912,197 LUXSTONE RD SW,"$405,000","$386,200",08/30/2016,Luxstone,Single Family,2 Storey,1710,2007
841218,776 LUXSTONE SQ SW,"$377,500","$360,000",09/16/2016,Luxstone,Single Family,2 Storey,1771,2006
843978,710 LUXSTONE GA SW,"$315,500","$300,900",09/21/2016,Luxstone,Duplex,2 Storey,1398,2007
840789,602 2005 LUXSTONE BV SW,"$250,000","$227,500",09/15/2016,Luxstone,Condo,2 Storey,1152,2004
843876,109 LUXSTONE RD SW,"$415,000","$395,700",09/15/2016,Luxstone,Single Family,2 Storey,1771,2006
237516,121 LUXSTONE PL SW,"$388,000","$370,000",09/29/2016,Luxstone,Single Family,2 Storey,1358,2004
778301,2212 LUXSTONE BV SW,"$345,000","$329,000",09/28/2016,Luxstone,Single Family,2 Storey,1354,2002
237537,128 LUXSTONE PL SW,"$350,000","$333,800",09/30/2016,Luxstone,Single Family,Bilevel,1050,2005
845675,207 620 LUXSTONE LD SW,"$255,000","$232,100",09/30/2016,Luxstone,Condo,2 Storey,1227,2007
778324,37 LUXSTONE CR SW,"$358,500","$341,900",09/29/2016,Luxstone,Single Family,Bilevel,1125,2002
842476,336 LUXSTONE PL SW,"$391,000","$372,900",09/22/2016,Luxstone,Single Family,2 Storey,1349,2006
778344,2203 LUXSTONE BV SW,"$380,000","$362,400",09/22/2016,Luxstone,Single Family,2 Storey,1440,2002
840570,703 LUXSTONE LD SW,"$363,149","$346,300",09/27/2016,Luxstone,Single Family,2 Storey,1648,2005
845857,1728 LUXSTONE DR SW,"$348,000","$331,900",09/13/2016,Luxstone,Duplex,2 Storey,1651,2008
841358,403 2005 LUXSTONE BV SW,"$261,000","$237,500",09/08/2016,Luxstone,Condo,2 Storey,1152,2005
841205,828 LUXSTONE SQ SW,"$406,000","$391,300",10/12/2016,Luxstone,Single Family,2 Storey,1760,2005
841237,700 LUXSTONE SQ SW,"$412,500","$397,500",10/28/2016,Luxstone,Single Family,2 Storey,1754,2005
843965,2098 LUXSTONE BV SW,"$334,000","$321,900",10/26/2016,Luxstone,Duplex,2 Storey,1474,2007
237521,141 LUXSTONE PL SW,"$343,500","$331,000",10/03/2016,Luxstone,Single Family,2 Storey,1480,2005
843880,117 LUXSTONE RD SW,"$419,000","$398,800",11/18/2016,Luxstone,Single Family,2 Storey,1710,2006
842432,2018 LUXSTONE LI SW,"$415,000","$395,000",11/17/2016,Luxstone,Single Family,2 Storey,1882,2006
842758,801 703 LUXSTONE SQ SW,"$244,000","$223,200",11/17/2016,Luxstone,Condo,2 Storey,1112,2005
844151,2129 LUXSTONE BV SW,"$400,000","$380,700",11/17/2016,Luxstone,Single Family,2 Storey,1621,2008
840604,788 LUXSTONE LD SW,"$415,000","$395,000",11/03/2016,Luxstone,Single Family,2 Storey,1783,2005
844084,233 LUXSTONE WY SW,"$342,990","$326,400",11/16/2016,Luxstone,Duplex,2 Storey,1398,2007
840592,760 LUXSTONE LD SW,"$418,500","$398,300",11/02/2016,Luxstone,Single Family,2 Storey,1843,2005
842381,305 LUXSTONE GR SW,"$441,500","$420,200",11/02/2016,Luxstone,Single Family,Bungalow,1218,2006
842767,904 703 LUXSTONE SQ SW,"$250,000","$228,700",11/15/2016,Luxstone,Condo,2 Storey,1112,2005
840785,606 2005 LUXSTONE BV SW,"$240,000","$219,600",11/08/2016,Luxstone,Condo,2 Storey,1168,2004
845354,29 LUXSTONE RI SW,"$470,000","$447,300",11/10/2016,Luxstone,Single Family,2 Storey,2008,2011
841187,765 LUXSTONE SQ SW,"$388,000","$371,500",12/02/2016,Luxstone,Single Family,2 Storey,1814,2006
841343,104 2005 LUXSTONE BV SW,"$265,000","$243,100",12/14/2016,Luxstone,Condo,2 Storey,1152,2005
237523,149 LUXSTONE PL SW,"$350,750","$339,000",01/18/2017,Luxstone,Single Family,2 Storey,1368,2005
778374,120 LUXSTONE CR SW,"$341,250","$329,900",01/25/2017,Luxstone,Single Family,Bungalow,952,2002
237583,249 LUXSTONE GR SW,"$462,000","$446,600",01/06/2017,Luxstone,Single Family,2 Storey,1882,2005
844163,577 LUXSTONE LD SW,"$490,000","$468,200",02/08/2017,Luxstone,Single Family,2 Storey,1992,2008
840794,704 2005 LUXSTONE BV SW,"$250,000","$228,100",03/22/2017,Luxstone,Condo,2 Storey,1152,2004
840646,737 LUXSTONE LD SW,"$402,500","$384,600",03/21/2017,Luxstone,Single Family,2 Storey,1514,2006
841190,777 LUXSTONE SQ SW,"$375,000","$358,300",03/06/2017,Luxstone,Single Family,2 Storey,1777,2006
844131,2109 LUXSTONE BV SW,"$413,000","$394,600",03/09/2017,Luxstone,Single Family,2 Storey,1943,2008
840620,642 LUXSTONE LD SW,"$490,000","$468,900",04/20/2017,Luxstone,Single Family,2 Storey,2088,2006
842765,902 703 LUXSTONE SQ SW,"$227,500","$210,900",04/08/2017,Luxstone,Condo,2 Storey,1096,2005
844201,534 LUXSTONE PL SW,"$335,000","$320,600",05/29/2017,Luxstone,Single Family,2 Storey,1226,2009
237548,225 LUXSTONE PL SW,"$384,000","$367,500",05/06/2017,Luxstone,Single Family,Bilevel,1344,2005
845347,14 LUXSTONE RI SW,"$487,000","$466,100",05/13/2017,Luxstone,Single Family,2 Storey,2009,2011
840783,503 2005 LUXSTONE BV SW,"$234,200","$217,700",05/16/2017,Luxstone,Condo,2 Storey,1152,2004
778323,36 LUXSTONE CR SW,"$321,250","$307,400",05/06/2017,Luxstone,Single Family,Bungalow,896,2002
842480,320 LUXSTONE PL SW,"$390,000","$372,800",06/16/2017,Luxstone,Single Family,2 Storey,1328,2006
842473,348 LUXSTONE PL SW,"$368,500","$352,300",06/15/2017,Luxstone,Single Family,2 Storey,1355,2006
845349,18 LUXSTONE RI SW,"$434,000","$414,900",06/26/2017,Luxstone,Single Family,2 Storey,1706,2011
842398,438 LUXSTONE GR SW,"$510,000","$487,600",06/21/2017,Luxstone,Single Family,2 Storey,2213,2006
844012,43 LUXSTONE PT SW,"$312,000","$298,300",06/07/2017,Luxstone,Duplex,2 Storey,1469,2007
778286,204 2006 LUXSTONE BV SW,"$240,000","$223,700",06/08/2017,Luxstone,Condo,2 Storey,1214,2003
841203,836 LUXSTONE SQ SW,"$364,000","$348,000",06/09/2017,Luxstone,Single Family,2 Storey,1710,2006
778284,206 2006 LUXSTONE BV SW,"$250,000","$233,700",07/04/2017,Luxstone,Condo,2 Storey,1214,2003
844206,546 LUXSTONE PL SW,"$360,000","$342,300",07/07/2017,Luxstone,Single Family,2 Storey,1349,2007
842419,1930 LUXSTONE PA SW,"$428,000","$406,900",07/18/2017,Luxstone,Single Family,2 Storey,1882,2006
840641,757 LUXSTONE LD SW,"$378,500","$359,900",07/20/2017,Luxstone,Single Family,2 Storey,1696,2006
840614,664 LUXSTONE LD SW,"$442,000","$420,300",07/14/2017,Luxstone,Single Family,2 Storey,2021,2006
843942,2073 LUXSTONE BV SW,"$413,000","$392,500",08/30/2017,Luxstone,Single Family,2 Storey,1906,2008
841239,2034 LUXSTONE BV SW,"$405,000","$384,900",08/31/2017,Luxstone,Single Family,2 Storey,1754,2005
840610,712 LUXSTONE LD SW,"$430,000","$408,600",08/25/2017,Luxstone,Single Family,2 Storey,2179,2005
842532,402 703 LUXSTONE SQ SW,"$230,000","$215,600",08/29/2017,Luxstone,Condo,2 Storey,1096,2005
237597,2155 LUXSTONE BV SW,"$415,000","$394,400",08/08/2017,Luxstone,Single Family,2 Storey,1449,2005
840784,504 2005 LUXSTONE BV SW,"$259,000","$242,800",08/12/2017,Luxstone,Condo,2 Storey,1168,2004
844190,449 LUXSTONE PL SW,"$335,000","$318,400",08/12/2017,Luxstone,Single Family,2 Storey,1226,2008
843969,1709 LUXSTONE DR SW,"$440,800","$418,900",08/16/2017,Luxstone,Single Family,2 Storey,1605,2007
841232,720 LUXSTONE SQ SW,"$405,000","$384,900",08/16/2017,Luxstone,Single Family,2 Storey,1760,2005
778310,9 LUXSTONE CR SW,"$355,000","$337,400",08/16/2017,Luxstone,Single Family,Bilevel,972,2002
843322,1501 703 LUXSTONE SQ SW,"$220,000","$206,200",08/10/2017,Luxstone,Condo,2 Storey,1112,2005
843985,738 LUXSTONE GA SW,"$316,000","$301,100",09/08/2017,Luxstone,Duplex,2 Storey,1395,2007
842464,325 LUXSTONE PL SW,"$355,000","$338,200",09/06/2017,Luxstone,Single Family,2 Storey,1332,2006
842406,1905 LUXSTONE PA SW,"$421,500","$401,600",09/14/2017,Luxstone,Single Family,2 Storey,1882,2006
843953,2086 LUXSTONE BV SW,"$274,000","$260,700",10/31/2017,Luxstone,Duplex,2 Storey,1313,2007
845686,404 620 LUXSTONE LD SW,"$280,000","$263,900",10/03/2017,Luxstone,Condo,2 Storey,1238,2007
844058,146 LUXSTONE WY SW,"$297,000","$282,500",10/14/2017,Luxstone,Duplex,2 Storey,1469,2007
842536,502 703 LUXSTONE SQ SW,"$218,000","$205,500",10/25/2017,Luxstone,Condo,2 Storey,1096,2005
843893,149 LUXSTONE RD SW,"$407,000","$387,200",10/16/2017,Luxstone,Single Family,2 Storey,1647,2007
844026,90 LUXSTONE PT SW,"$324,500","$308,700",10/14/2017,Luxstone,Duplex,2 Storey,1479,2007
842448,2140 LUXSTONE BV SW,"$412,500","$392,400",10/16/2017,Luxstone,Single Family,2 Storey,1449,2006
845377,158 LUXSTONE VW SW,"$481,000","$460,100",11/20/2017,Luxstone,Single Family,2 Storey,1989,2009
843983,730 LUXSTONE GA SW,"$317,500","$303,700",11/25/2017,Luxstone,Duplex,2 Storey,1605,2007
237532,108 LUXSTONE PL SW,"$322,500","$308,500",11/25/2017,Luxstone,Single Family,2 Storey,1203,2004
844083,229 LUXSTONE WY SW,"$307,500","$294,100",11/07/2017,Luxstone,Duplex,2 Storey,1398,2007
843919,225 LUXSTONE RD SW,"$390,000","$373,000",11/16/2017,Luxstone,Single Family,2 Storey,1647,2007
845851,1704 LUXSTONE DR SW,"$370,000","$353,900",11/15/2017,Luxstone,Duplex,2 Storey,1619,2008
841342,103 2005 LUXSTONE BV SW,"$222,500","$210,900",12/07/2017,Luxstone,Condo,2 Storey,1152,2005
845672,204 620 LUXSTONE LD SW,"$248,000","$235,000",12/11/2017,Luxstone,Condo,2 Storey,1238,2007
844109,305 LUXSTONE WY SW,"$337,000","$326,100",12/18/2017,Luxstone,Duplex,2 Storey,1602,2007
840593,756 LUXSTONE LD SW,"$370,000","$356,800",01/18/2018,Luxstone,Single Family,2 Storey,1440,2005
840575,651 LUXSTONE LD SW,"$418,000","$403,000",01/30/2018,Luxstone,Single Family,2 Storey,1764,2006
840622,636 LUXSTONE LD SW,"$405,000","$390,500",01/10/2018,Luxstone,Single Family,2 Storey,1696,2006
842770,1003 703 LUXSTONE SQ SW,"$205,000","$195,400",02/14/2018,Luxstone,Condo,2 Storey,1096,2005
842762,805 703 LUXSTONE SQ SW,"$225,000","$214,400",02/01/2018,Luxstone,Condo,2 Storey,1096,2005
845712,804 620 LUXSTONE LD SW,"$270,000","$258,000",03/06/2018,Luxstone,Condo,2 Storey,1227,2007
845678,303 620 LUXSTONE LD SW,"$260,000","$248,400",03/08/2018,Luxstone,Condo,2 Storey,1227,2007
778293,104 2006 LUXSTONE BV SW,"$261,000","$249,400",03/20/2018,Luxstone,Condo,2 Storey,1214,2003
842477,332 LUXSTONE PL SW,"$347,500","$332,000",03/23/2018,Luxstone,Single Family,2 Storey,1332,2006
845662,103 620 LUXSTONE LD SW,"$249,500","$238,400",03/28/2018,Luxstone,Condo,2 Storey,1227,2007
237566,133 LUXSTONE GR SW,"$420,000","$404,100",04/24/2018,Luxstone,Single Family,2 Storey,1834,2005
840605,784 LUXSTONE LD SW,"$415,000","$399,300",04/05/2018,Luxstone,Single Family,2 Storey,1840,2004
842384,317 LUXSTONE GR SW,"$398,500","$383,400",04/09/2018,Luxstone,Single Family,2 Storey,1465,2006
844139,2117 LUXSTONE BV SW,"$430,000","$413,700",04/17/2018,Luxstone,Single Family,2 Storey,1641,2008
844144,2122 LUXSTONE BV SW,"$395,000","$380,100",04/16/2018,Luxstone,Single Family,2 Storey,1605,2008
778410,601 2001 LUXSTONE BV SW,"$237,000","$227,100",04/16/2018,Luxstone,Condo,2 Storey,1198,2003
843898,165 LUXSTONE RD SW,"$382,500","$368,000",04/28/2018,Luxstone,Single Family,2 Storey,1814,2007
842755,701 703 LUXSTONE SQ SW,"$227,000","$217,500",04/28/2018,Luxstone,Condo,2 Storey,1112,2005
845681,306 620 LUXSTONE LD SW,"$269,000","$258,500",05/29/2018,Luxstone,Condo,2 Storey,1238,2007
844177,424 LUXSTONE PL SW,"$352,500","$337,700",05/30/2018,Luxstone,Single Family,2 Storey,1415,2007
844035,101 LUXSTONE WY SW,"$290,000","$277,800",05/05/2018,Luxstone,Duplex,2 Storey,1605,2007
844070,177 LUXSTONE WY SW,"$290,000","$277,800",05/07/2018,Luxstone,Duplex,2 Storey,1262,2007
845325,2037 LUXSTONE BV SW,"$435,000","$416,700",05/07/2018,Luxstone,Single Family,2 Storey,2069,2008
843875,106 LUXSTONE RD SW,"$398,500","$381,700",05/10/2018,Luxstone,Single Family,2 Storey,1710,2007
845368,139 LUXSTONE VW SW,"$450,000","$435,000",06/21/2018,Luxstone,Single Family,2 Storey,1905,2009
843999,11 LUXSTONE PT SW,"$331,000","$319,900",06/13/2018,Luxstone,Duplex,2 Storey,1424,2007
842404,1901 LUXSTONE PA SW,"$421,000","$406,900",06/13/2018,Luxstone,Single Family,2 Storey,1938,2006
842533,403 703 LUXSTONE SQ SW,"$229,000","$221,300",07/10/2018,Luxstone,Condo,2 Storey,1096,2005
778301,2212 LUXSTONE BV SW,"$354,000","$339,900",07/10/2018,Luxstone,Single Family,2 Storey,1354,2002
844108,302 LUXSTONE WY SW,"$300,000","$288,100",07/11/2018,Luxstone,Duplex,2 Storey,1605,2007
843989,754 LUXSTONE GA SW,"$298,000","$286,200",07/18/2018,Luxstone,Duplex,2 Storey,1398,2007
778363,76 LUXSTONE CR SW,"$343,400","$329,800",07/18/2018,Luxstone,Single Family,Bilevel,1132,2003
778295,106 2006 LUXSTONE BV SW,"$247,500","$239,200",07/27/2018,Luxstone,Condo,2 Storey,1214,2003
237506,2200 LUXSTONE BV SW,"$415,000","$403,000",08/08/2018,Luxstone,Single Family,2 Storey,1995,2006
843321,1403 703 LUXSTONE SQ SW,"$223,000","$216,100",08/13/2018,Luxstone,Condo,2 Storey,1112,2005
844077,205 LUXSTONE WY SW,"$308,000","$299,100",08/17/2018,Luxstone,Duplex,2 Storey,1262,2007
778313,16 LUXSTONE CR SW,"$319,000","$309,700",08/20/2018,Luxstone,Single Family,Bilevel,972,2002
778315,20 LUXSTONE CR SW,"$320,000","$310,700",08/20/2018,Luxstone,Single Family,Bilevel,972,2002
845335,2057 LUXSTONE BV SW,"$379,500","$368,500",08/31/2018,Luxstone,Single Family,2 Storey,1768,2010
778371,108 LUXSTONE CR SW,"$317,000","$307,800",08/31/2018,Luxstone,Single Family,Bilevel,972,2002
778292,103 2006 LUXSTONE BV SW,"$235,000","$227,700",08/29/2018,Luxstone,Condo,2 Storey,1214,2003
845405,502 2066 LUXSTONE BV SW,"$233,000","$225,800",08/29/2018,Luxstone,Condo,2 Storey,1096,2007
844007,27 LUXSTONE PT SW,"$322,000","$312,700",08/28/2018,Luxstone,Duplex,2 Storey,1619,2007
845859,1736 LUXSTONE DR SW,"$370,000","$355,300",09/13/2018,Luxstone,Duplex,2 Storey,1744,2008
844186,441 LUXSTONE PL SW,"$357,000","$342,800",09/14/2018,Luxstone,Single Family,2 Storey,1349,2007
840584,691 LUXSTONE LD SW,"$400,000","$395,600",10/09/2018,Luxstone,Single Family,2 Storey,1686,2006
778509,403 2006 LUXSTONE BV SW,"$235,000","$229,000",10/03/2018,Luxstone,Condo,2 Storey,1214,2003
844044,118 LUXSTONE WY SW,"$328,000","$324,400",10/01/2018,Luxstone,Duplex,2 Storey,1469,2007
840634,696 LUXSTONE LD SW,"$355,000","$351,100",10/05/2018,Luxstone,Single Family,2 Storey,1770,2005
778321,32 LUXSTONE CR SW,"$325,000","$321,400",10/25/2018,Luxstone,Single Family,Bungalow,900,2001
842403,458 LUXSTONE GR SW,"$397,000","$392,600",10/18/2018,Luxstone,Single Family,2 Storey,1500,2006
843908,185 LUXSTONE RD SW,"$380,000","$375,800",10/24/2018,Luxstone,Single Family,2 Storey,1814,2008
844018,67 LUXSTONE PT SW,"$330,000","$321,200",11/15/2018,Luxstone,Duplex,2 Storey,1323,2007
842422,1938 LUXSTONE PA SW,"$365,000","$355,300",11/08/2018,Luxstone,Single Family,2 Storey,1449,2006
843328,1603 703 LUXSTONE SQ SW,"$234,000","$228,700",11/05/2018,Luxstone,Condo,2 Storey,1096,2005
843979,714 LUXSTONE GA SW,"$300,000","$292,000",11/24/2018,Luxstone,Duplex,2 Storey,1398,2007
844146,2124 LUXSTONE BV SW,"$389,000","$378,700",11/06/2018,Luxstone,Single Family,2 Storey,1849,2008
845397,301 2066 LUXSTONE BV SW,"$220,000","$215,600",12/10/2018,Luxstone,Condo,2 Storey,1112,2007
778350,115 LUXSTONE CR SW,"$342,000","$338,200",12/05/2018,Luxstone,Single Family,2 Storey,1398,2002
843945,2078 LUXSTONE BV SW,"$348,000","$344,200",12/06/2018,Luxstone,Duplex,2 Storey,1619,2007
844133,2111 LUXSTONE BV SW,"$385,000","$382,300",01/18/2019,Luxstone,Single Family,2 Storey,1849,2008
842524,201 703 LUXSTONE SQ SW,"$218,792","$215,100",01/23/2019,Luxstone,Condo,2 Storey,1112,2004
842380,301 LUXSTONE GR SW,"$528,500","$524,900",01/25/2019,Luxstone,Single Family,2 Storey,2503,2006
840649,725 LUXSTONE LD SW,"$360,000","$357,500",01/28/2019,Luxstone,Single Family,2 Storey,1704,2006
844153,553 LUXSTONE LD SW,"$420,000","$416,200",02/07/2019,Luxstone,Single Family,2 Storey,1957,2009
844078,209 LUXSTONE WY SW,"$306,000","$303,200",02/26/2019,Luxstone,Duplex,2 Storey,1262,2007
778385,302 2001 LUXSTONE BV SW,"$209,000","$206,100",02/27/2019,Luxstone,Condo,2 Storey,1205,2002
845861,1744 LUXSTONE DR SW,"$355,000","$351,800",02/28/2019,Luxstone,Duplex,2 Storey,1765,2008
237596,2151 LUXSTONE BV SW,"$347,150","$348,700",03/01/2019,Luxstone,Single Family,2 Storey,1350,2005
778506,307 2006 LUXSTONE BV SW,"$224,000","$221,400",03/12/2019,Luxstone,Condo,2 Storey,1198,2003
778404,503 2001 LUXSTONE BV SW,"$210,000","$207,600",03/19/2019,Luxstone,Condo,2 Storey,1205,2003
237557,2183 LUXSTONE BV SW,"$385,000","$385,900",04/03/2019,Luxstone,Single Family,2 Storey,1851,2005
843872,101 LUXSTONE RD SW,"$385,000","$385,900",04/09/2019,Luxstone,Single Family,2 Storey,1590,2006
778505,306 2006 LUXSTONE BV SW,"$220,000","$218,100",04/18/2019,Luxstone,Condo,2 Storey,1214,2003
778332,53 LUXSTONE CR SW,"$312,500","$306,200",05/01/2019,Luxstone,Single Family,Bilevel,1176,2002
842417,1926 LUXSTONE PA SW,"$360,000","$352,800",05/06/2019,Luxstone,Single Family,2 Storey,1436,2006
778316,21 LUXSTONE CR SW,"$328,000","$321,400",05/08/2019,Luxstone,Single Family,2 Storey,1250,2001
237577,225 LUXSTONE GR SW,"$363,800","$365,000",06/03/2019,Luxstone,Single Family,2 Storey,1465,2006
845384,171 LUXSTONE VW SW,"$470,000","$471,600",06/04/2019,Luxstone,Single Family,2 Storey,2069,2009
237537,128 LUXSTONE PL SW,"$325,000","$326,100",06/11/2019,Luxstone,Single Family,Bilevel,1050,2005
840640,761 LUXSTONE LD SW,"$420,000","$421,400",06/12/2019,Luxstone,Single Family,2 Storey,1840,2006
778306,2308 LUXSTONE BV SW,"$423,000","$424,400",06/13/2019,Luxstone,Single Family,2 Storey,2231,2003
844180,429 LUXSTONE PL SW,"$350,000","$351,200",06/25/2019,Luxstone,Single Family,2 Storey,1349,2007
840576,649 LUXSTONE LD SW,"$445,000","$446,500",06/27/2019,Luxstone,Single Family,2 Storey,1883,2005
237541,144 LUXSTONE PL SW,"$325,000","$326,100",06/27/2019,Luxstone,Single Family,2 Storey,1355,2005
845367,138 LUXSTONE VW SW,"$472,500","$474,100",06/28/2019,Luxstone,Single Family,2 Storey,2069,2010
224600,1852 MEADOWBROOK DR SE,"$335,000","$320,100",07/20/2016,Meadowbrook,Single Family,Bilevel,1033,1983
562000,10 MORRIS PL SE,"$413,500","$395,100",07/08/2016,Meadowbrook,Single Family,2 Storey,1672,1996
73800,120 MAPLE WY SE,"$378,000","$360,500",08/24/2016,Meadowbrook,Single Family,Split Level,1142,1990
401000,232 MARQUIS PL SE,"$357,500","$340,900",08/17/2016,Meadowbrook,Single Family,Bungalow,1015,1979
96200,1149 MEADOWBROOK DR SE,"$355,500","$339,000",08/16/2016,Meadowbrook,Single Family,Split Level,1132,1979
312500,304 MARQUIS PL SE,"$337,000","$321,400",08/16/2016,Meadowbrook,Single Family,Bilevel,1085,1979
452500,628 MEADOWBROOK BA SE,"$360,000","$343,300",08/10/2016,Meadowbrook,Single Family,2 Storey,1403,1992
331400,20 MEADOW PL SE,"$332,000","$316,600",08/10/2016,Meadowbrook,Single Family,2 Storey,1774,1980
589000,2534 MORRIS CR SE,"$420,000","$400,500",09/15/2016,Meadowbrook,Single Family,2 Storey,1804,1997
328000,113 MOUNTAIN CI SE,"$356,000","$339,500",09/28/2016,Meadowbrook,Single Family,Bilevel,1255,1980
518800,106 MEADOWBROOK BA SE,"$405,000","$386,200",09/22/2016,Meadowbrook,Single Family,2 Storey,1686,1993
